Twiddle,Step,Kp,Ki,Kd,angle,cte,d_error,i_error,
0,0,0.140427,0,2.8306,-2.0912,0.9787,-0.0189,686.885,
0,0,0.140427,0,2.8306,-1.7418,0.9524,-0.0227,687.864,
0,0,0.140427,0,2.8306,-1.7418,0.9524,-0.0263,688.817,
0,0,0.140427,0,2.8306,-1.0461,0.9246,0,689.769,
0,0,0.140427,0,2.8306,-2.9072,0.8999,-0.0278,690.694,
0,0,0.140427,0,2.8306,-0.8424,0.8789,-0.0247,691.593,
0,0,0.140427,0,2.8306,-0.975,0.857,-0.021,692.472,
0,0,0.140427,0,2.8306,-1.1631,0.8319,-0.0219,693.329,
0,0,0.140427,0,2.8306,-1.0226,0.8038,-0.0251,694.161,
0,0,0.140427,0,2.8306,-1.0226,0.8038,-0.0281,694.965,
0,0,0.140427,0,2.8306,-0.3971,0.7728,0,695.769,
0,0,0.140427,0,2.8306,-2.3855,0.7385,-0.031,696.542,
0,0,0.140427,0,2.8306,-0.083,0.7015,-0.0343,697.28,
0,0,0.140427,0,2.8306,0.2709,0.6621,-0.037,697.982,
0,0,0.140427,0,2.8306,0.5919,0.6205,-0.0394,698.644,
0,0,0.140427,0,2.8306,0.5919,0.6205,-0.0416,699.264,
0,0,0.140427,0,2.8306,1.2018,0.5771,0,699.885,
0,0,0.140427,0,2.8306,-1.742,0.5311,-0.0434,700.462,
0,0,0.140427,0,2.8306,1.4815,0.4834,-0.046,700.993,
0,0,0.140427,0,2.8306,1.827,0.4345,-0.0477,701.476,
0,0,0.140427,0,2.8306,2.1148,0.3845,-0.0489,701.911,
0,0,0.140427,0,2.8306,2.3714,0.3338,-0.05,702.295,
0,0,0.140427,0,2.8306,2.6247,0.2826,-0.0507,702.629,
0,0,0.140427,0,2.8306,2.8523,0.2313,-0.0512,702.912,
0,0,0.140427,0,2.8306,3.0674,0.1802,-0.0513,703.143,
0,0,0.140427,0,2.8306,3.2546,0.1294,-0.0511,703.323,
0,0,0.140427,0,2.8306,3.4198,0.0794,-0.0508,703.453,
0,0,0.140427,0,2.8306,3.4198,0.0794,-0.05,703.532,
0,0,0.140427,0,2.8306,3.6958,0.0303,0,703.611,
0,0,0.140427,0,2.8306,0.1576,-0.0186,-0.0491,703.642,
0,0,0.140427,0,2.8306,3.8045,0.1096,-0.0489,703.623,
0,0,0.140427,0,2.8306,3.962,0.2057,0.1282,703.733,
0,0,0.140427,0,2.8306,-9.0205,0.1005,0.0961,703.938,
0,0,0.140427,0,2.8306,-7.0863,0.0522,-0.1052,704.039,
0,0,0.140427,0,2.8306,-7.0863,0.0522,-0.0483,704.091,
0,0,0.140427,0,2.8306,3.671,-0.0369,0,704.143,
0,0,0.140427,0,2.8306,0.2531,-0.0235,-0.0891,704.106,
0,0,0.140427,0,2.8306,6.871,-0.0076,0.0134,704.083,
0,0,0.140427,0,2.8306,6.871,-0.0076,0.0159,704.075,
0,0,0.140427,0,2.8306,-0.6622,0.0085,0,704.068,
0,0,0.140427,0,2.8306,0.463,0.0251,0.0161,704.076,
0,0,0.140427,0,2.8306,-0.7328,0.0419,0.0166,704.101,
0,0,0.140427,0,2.8306,-0.8265,0.0587,0.0168,704.143,
0,0,0.140427,0,2.8306,-0.8265,0.0587,0.0168,704.202,
0,0,0.140427,0,2.8306,-0.9586,0.0755,0,704.261,
0,0,0.140427,0,2.8306,0.2303,0.0925,0.0168,704.336,
0,0,0.140427,0,2.8306,-1.0176,0.1095,0.017,704.429,
0,0,0.140427,0,2.8306,-1.0914,0.1262,0.017,704.538,
0,0,0.140427,0,2.8306,-1.1511,0.1426,0.0167,704.664,
0,0,0.140427,0,2.8306,-1.1885,0.1587,0.0164,704.807,
0,0,0.140427,0,2.8306,-1.1885,0.1587,0.0161,704.966,
0,0,0.140427,0,2.8306,-1.2601,0.1894,0,705.124,
0,0,0.140427,0,2.8306,-0.1208,0.2042,0.0307,705.314,
0,0,0.140427,0,2.8306,-2.4011,0.2179,0.0148,705.518,
0,0,0.140427,0,2.8306,-1.3279,0.2309,0.0137,705.736,
0,0,0.140427,0,2.8306,-1.2981,0.2431,0.013,705.967,
0,0,0.140427,0,2.8306,-1.2942,0.2543,0.0122,706.21,
0,0,0.140427,0,2.8306,-1.2804,0.2646,0.0112,706.464,
0,0,0.140427,0,2.8306,-1.249,0.2739,0.0103,706.729,
0,0,0.140427,0,2.8306,-1.2215,0.2821,0.0093,707.003,
0,0,0.140427,0,2.8306,-1.1834,0.2892,0.0082,707.285,
0,0,0.140427,0,2.8306,-1.1343,0.2951,0.0071,707.574,
0,0,0.140427,0,2.8306,-1.0814,0.3,0.0059,707.869,
0,0,0.140427,0,2.8306,-1.0172,0.3036,0.0049,708.169,
0,0,0.140427,0,2.8306,-0.9636,0.3061,0.0036,708.473,
0,0,0.140427,0,2.8306,-0.9636,0.3061,0.0025,708.779,
0,0,0.140427,0,2.8306,-0.8152,0.3073,0,709.085,
0,0,0.140427,0,2.8306,-0.6383,0.3075,0.0012,709.392,
0,0,0.140427,0,2.8306,-0.7274,0.3064,0.0002,709.7,
0,0,0.140427,0,2.8306,-0.6574,0.3042,-0.0011,710.006,
0,0,0.140427,0,2.8306,-0.5615,0.3009,-0.0022,710.31,
0,0,0.140427,0,2.8306,-0.5615,0.3009,-0.0033,710.611,
0,0,0.140427,0,2.8306,-0.3865,0.2965,0,710.912,
0,0,0.140427,0,2.8306,-0.62,0.2909,-0.0044,711.209,
0,0,0.140427,0,2.8306,-0.2932,0.2843,-0.0056,711.499,
0,0,0.140427,0,2.8306,-0.1886,0.2767,-0.0066,711.784,
0,0,0.140427,0,2.8306,-0.0947,0.2681,-0.0076,712.06,
0,0,0.140427,0,2.8306,0.0027,0.2587,-0.0086,712.329,
0,0,0.140427,0,2.8306,0.1037,0.2484,-0.0094,712.587,
0,0,0.140427,0,2.8306,0.1933,0.2373,-0.0103,712.836,
0,0,0.140427,0,2.8306,0.2932,0.2255,-0.0111,713.073,
0,0,0.140427,0,2.8306,0.2932,0.2255,-0.0118,713.298,
0,0,0.140427,0,2.8306,0.4797,0.2132,0,713.524,
0,0,0.140427,0,2.8306,-0.3553,0.2001,-0.0123,713.737,
0,0,0.140427,0,2.8306,0.5583,0.1865,-0.0131,713.937,
0,0,0.140427,0,2.8306,0.6609,0.1724,-0.0136,714.124,
0,0,0.140427,0,2.8306,0.744,0.1581,-0.0141,714.296,
0,0,0.140427,0,2.8306,0.744,0.1581,-0.0143,714.454,
0,0,0.140427,0,2.8306,0.8932,0.1436,0,714.612,
0,0,0.140427,0,2.8306,-0.1187,0.1287,-0.0145,714.756,
0,0,0.140427,0,2.8306,0.9583,0.1137,-0.0149,714.885,
0,0,0.140427,0,2.8306,1.0389,0.0987,-0.015,714.998,
0,0,0.140427,0,2.8306,1.0986,0.0838,-0.015,715.097,
0,0,0.140427,0,2.8306,1.1513,0.0692,-0.0149,715.181,
0,0,0.140427,0,2.8306,1.1513,0.0692,-0.0146,715.25,
0,0,0.140427,0,2.8306,1.2266,0.055,0,715.319,
0,0,0.140427,0,2.8306,0.1934,0.0408,-0.0142,715.374,
0,0,0.140427,0,2.8306,1.2481,0.0271,-0.0142,715.415,
0,0,0.140427,0,2.8306,1.298,0.014,-0.0137,715.442,
0,0,0.140427,0,2.8306,1.3107,0.0015,-0.0131,715.456,
0,0,0.140427,0,2.8306,1.3142,-0.011,-0.0125,715.458,
0,0,0.140427,0,2.8306,1.3142,-0.011,-0.0125,715.447,
0,0,0.140427,0,2.8306,1.3595,-0.0349,0,715.436,
0,0,0.140427,0,2.8306,0.4749,-0.0793,-0.0239,715.401,
0,0,0.140427,0,2.8306,2.2501,-0.0627,-0.0444,715.321,
0,0,0.140427,0,2.8306,3.8567,-0.0406,0.0166,715.259,
0,0,0.140427,0,2.8306,3.8567,-0.0406,0.0221,715.218,
0,0,0.140427,0,2.8306,-0.985,-0.043,0,715.178,
0,0,0.140427,0,2.8306,0.5789,-0.0434,-0.0024,715.135,
0,0,0.140427,0,2.8306,0.7571,-0.0428,-0.0004,715.091,
0,0,0.140427,0,2.8306,0.617,-0.0386,0.0006,715.048,
0,0,0.140427,0,2.8306,0.5441,-0.0305,0.0042,715.01,
0,0,0.140427,0,2.8306,0.2746,-0.025,0.0081,714.979,
0,0,0.140427,0,2.8306,-0.0298,-0.0186,0.0055,714.954,
0,0,0.140427,0,2.8306,0.1349,-0.0114,0.0064,714.936,
0,0,0.140427,0,2.8306,0.0487,-0.0035,0.0072,714.924,
0,0,0.140427,0,2.8306,-0.0332,0.0053,0.0079,714.921,
0,0,0.140427,0,2.8306,-0.1104,0.0147,0.0088,714.926,
0,0,0.140427,0,2.8306,-0.205,0.0248,0.0094,714.941,
0,0,0.140427,0,2.8306,-0.2805,0.0354,0.0101,714.966,
0,0,0.140427,0,2.8306,-0.3655,0.0466,0.0106,715.001,
0,0,0.140427,0,2.8306,-0.4381,0.0582,0.0112,715.048,
0,0,0.140427,0,2.8306,-0.5198,0.0701,0.0116,715.106,
0,0,0.140427,0,2.8306,-0.5889,0.0823,0.0119,715.176,
0,0,0.140427,0,2.8306,-0.6519,0.0947,0.0122,715.258,
0,0,0.140427,0,2.8306,-0.7159,0.1073,0.0124,715.353,
0,0,0.140427,0,2.8306,-0.7736,0.1198,0.0126,715.46,
0,0,0.140427,0,2.8306,-0.832,0.1323,0.0125,715.58,
0,0,0.140427,0,2.8306,-0.8688,0.1447,0.0125,715.712,
0,0,0.140427,0,2.8306,-0.9127,0.1568,0.0124,715.857,
0,0,0.140427,0,2.8306,-0.9127,0.1568,0.0121,716.014,
0,0,0.140427,0,2.8306,-0.9704,0.1686,0,716.171,
0,0,0.140427,0,2.8306,-0.1141,0.1802,0.0118,716.339,
0,0,0.140427,0,2.8306,-0.9906,0.1915,0.0116,716.519,
0,0,0.140427,0,2.8306,-1.0172,0.2023,0.0113,716.711,
0,0,0.140427,0,2.8306,-1.0356,0.2124,0.0108,716.913,
0,0,0.140427,0,2.8306,-1.0356,0.2124,0.0101,717.126,
0,0,0.140427,0,2.8306,-1.0241,0.222,0,717.338,
0,0,0.140427,0,2.8306,-0.3093,0.2311,0.0096,717.56,
0,0,0.140427,0,2.8306,-1.0224,0.2469,0.0091,717.791,
0,0,0.140427,0,2.8306,-1.0189,0.2536,0.0158,718.038,
0,0,0.140427,0,2.8306,-1.5485,0.2592,0.0067,718.292,
0,0,0.140427,0,2.8306,-0.9281,0.2638,0.0056,718.551,
0,0,0.140427,0,2.8306,-0.8699,0.2674,0.0046,718.815,
0,0,0.140427,0,2.8306,-0.8699,0.2674,0.0036,719.082,
0,0,0.140427,0,2.8306,-0.7572,0.27,0,719.349,
0,0,0.140427,0,2.8306,-0.5024,0.2714,0.0026,719.619,
0,0,0.140427,0,2.8306,-0.6955,-0.2751,0.0014,719.891,
0,0,0.140427,0,2.8306,-0.6155,-0.272,-0.5465,719.616,
0,0,0.140427,0,2.8306,25,0.176,0.0031,719.344,
0,0,0.140427,0,2.8306,1.1719,0.0888,0.448,719.52,
0,0,0.140427,0,2.8306,-24.5637,-0.0016,-0.0872,719.608,
0,0,0.140427,0,2.8306,6.2953,-0.0905,-0.0904,719.607,
0,0,0.140427,0,2.8306,6.8391,-0.1771,-0.0889,719.516,
0,0,0.140427,0,2.8306,7.0451,-0.2608,-0.0866,719.339,
0,0,0.140427,0,2.8306,7.1863,-0.341,-0.0837,719.078,
0,0,0.140427,0,2.8306,7.2749,-0.4168,-0.0802,718.737,
0,0,0.140427,0,2.8306,7.3088,-0.4878,-0.0758,718.321,
0,0,0.140427,0,2.8306,7.2636,-0.5535,-0.071,717.833,
0,0,0.140427,0,2.8306,7.1732,-0.6132,-0.0657,717.279,
0,0,0.140427,0,2.8306,7.0288,-0.6665,-0.0597,716.666,
0,0,0.140427,0,2.8306,7.0288,-0.6665,-0.0533,716,
0,0,0.140427,0,2.8306,6.548,-0.7131,0,715.333,
0,0,0.140427,0,2.8306,2.7762,-0.8127,-0.0466,714.62,
0,0,0.140427,0,2.8306,6.2374,-0.9458,-0.0996,713.807,
0,0,0.140427,0,2.8306,6.2374,-0.9458,-0.1331,712.862,
0,0,0.140427,0,2.8306,13.1756,-1.0927,0,711.916,
0,0,0.140427,0,2.8306,3.7567,-1.232,-0.1469,710.823,
0,0,0.140427,0,2.8306,14.6678,-1.3613,-0.1393,709.591,
0,0,0.140427,0,2.8306,14.6191,-1.4803,-0.1293,708.23,
0,0,0.140427,0,2.8306,14.3653,-1.5883,-0.119,706.749,
0,0,0.140427,0,2.8306,14.0542,-1.6849,-0.108,705.161,
0,0,0.140427,0,2.8306,13.655,-1.7695,-0.0966,703.476,
0,0,0.140427,0,2.8306,13.1874,-1.8436,-0.0846,701.707,
0,0,0.140427,0,2.8306,12.6352,-1.9107,-0.0741,699.863,
0,0,0.140427,0,2.8306,12.1523,-1.9654,-0.0671,697.952,
0,0,0.140427,0,2.8306,11.8925,-2.007,-0.0547,695.987,
0,0,0.140427,0,2.8306,11.2071,-2.0354,-0.0416,693.98,
0,0,0.140427,0,2.8306,11.2071,-2.0354,-0.0284,691.945,
0,0,0.140427,0,2.8306,9.5917,-2.051,0,689.909,
0,0,0.140427,0,2.8306,7.582,-2.0545,-0.0156,687.858,
0,0,0.140427,0,2.8306,8.7407,-2.0457,-0.0035,685.804,
0,0,0.140427,0,2.8306,7.8967,-2.0249,0.0088,683.758,
0,0,0.140427,0,2.8306,6.9954,-1.9926,0.0208,681.733,
0,0,0.140427,0,2.8306,6.0732,-1.9493,0.0323,679.741,
0,0,0.140427,0,2.8306,5.146,-1.8957,0.0433,677.791,
0,0,0.140427,0,2.8306,4.2156,-1.8331,0.0536,675.896,
0,0,0.140427,0,2.8306,3.2985,-1.8026,0.0626,674.062,
0,0,0.140427,0,2.8306,2.4419,-1.8333,0.0305,672.26,
0,0,0.140427,0,2.8306,4.6063,-1.8988,-0.0307,670.427,
0,0,0.140427,0,2.8306,9.0449,-1.9663,-0.0655,668.528,
0,0,0.140427,0,2.8306,9.0449,-1.9663,-0.0675,666.561,
0,0,0.140427,0,2.8306,12.116,-2.0223,0,664.595,
0,0,0.140427,0,2.8306,7.3394,-2.0749,-0.056,662.573,
0,0,0.140427,0,2.8306,11.4988,-2.1157,-0.0526,660.498,
0,0,0.140427,0,2.8306,11.4429,-2.1446,-0.0408,658.382,
0,0,0.140427,0,2.8306,10.7511,-2.1617,-0.0289,656.238,
0,0,0.140427,0,2.8306,10.0104,-2.1674,-0.0171,654.076,
0,0,0.140427,0,2.8306,9.2354,-2.162,-0.0057,651.909,
0,0,0.140427,0,2.8306,8.4487,-2.1461,0.0054,649.747,
0,0,0.140427,0,2.8306,8.4487,-2.1461,0.0159,647.6,
0,0,0.140427,0,2.8306,6.8454,-2.1202,0,645.454,
0,0,0.140427,0,2.8306,7.9706,-2.0845,0.0259,643.334,
0,0,0.140427,0,2.8306,6.0469,-2.0397,0.0357,641.25,
0,0,0.140427,0,2.8306,6.0469,-2.0397,0.0448,639.21,
0,0,0.140427,0,2.8306,4.4268,-1.9866,0,637.17,
0,0,0.140427,0,2.8306,7.5971,-1.9516,0.0531,635.184,
0,0,0.140427,0,2.8306,3.653,-1.9495,0.035,633.232,
0,0,0.140427,0,2.8306,4.811,-1.96,0.0021,631.283,
0,0,0.140427,0,2.8306,4.811,-1.96,-0.0105,629.323,
0,0,0.140427,0,2.8306,8.0603,-2.0118,0,627.363,
0,0,0.140427,0,2.8306,7.3173,-2.0637,-0.0518,625.351,
0,0,0.140427,0,2.8306,11.1647,-2.1058,-0.0519,623.287,
0,0,0.140427,0,2.8306,11.354,-2.161,-0.0421,621.181,
0,0,0.140427,0,2.8306,10.8083,-2.1786,-0.0552,619.02,
0,0,0.140427,0,2.8306,11.9291,-2.1731,-0.0176,616.842,
0,0,0.140427,0,2.8306,9.3302,-2.159,0.0055,614.669,
0,0,0.140427,0,2.8306,7.6762,-2.1369,0.0141,612.51,
0,0,0.140427,0,2.8306,7.6762,-2.1369,0.0221,610.373,
0,0,0.140427,0,2.8306,6.3744,-2.1075,0,608.236,
0,0,0.140427,0,2.8306,7.9383,-2.0705,0.0294,606.128,
0,0,0.140427,0,2.8306,5.7546,-2.027,0.037,604.058,
0,0,0.140427,0,2.8306,5.0869,-1.9772,0.0435,602.031,
0,0,0.140427,0,2.8306,5.0869,-1.9772,0.0498,600.054,
0,0,0.140427,0,2.8306,3.8535,-1.9218,0,598.076,
0,0,0.140427,0,2.8306,7.3776,-1.8603,0.0554,596.155,
0,0,0.140427,0,2.8306,3.2628,-1.7939,0.0615,594.294,
0,0,0.140427,0,2.8306,2.6152,-1.7232,0.0664,592.5,
0,0,0.140427,0,2.8306,2.0353,-1.6501,0.0707,590.777,
0,0,0.140427,0,2.8306,1.4828,-1.6095,0.0731,589.127,
0,0,0.140427,0,2.8306,1.4828,-1.6095,0.0406,587.518,
0,0,0.140427,0,2.8306,3.2137,-1.5689,0,585.908,
0,0,0.140427,0,2.8306,6.0868,-1.5657,0.0406,584.339,
0,0,0.140427,0,2.8306,3.0712,-1.5782,0.0032,582.773,
0,0,0.140427,0,2.8306,5.7065,-1.5945,-0.0125,581.195,
0,0,0.140427,0,2.8306,6.8614,-1.6058,-0.0163,579.601,
0,0,0.140427,0,2.8306,7.1876,-1.612,-0.0113,577.995,
0,0,0.140427,0,2.8306,7.1876,-1.612,-0.0062,576.383,
0,0,0.140427,0,2.8306,6.5343,-1.6133,0,574.771,
0,0,0.140427,0,2.8306,6.0955,-1.6098,-0.0013,573.158,
0,0,0.140427,0,2.8306,6.1921,-1.6015,0.0035,571.548,
0,0,0.140427,0,2.8306,5.8401,-1.5886,0.0083,569.946,
0,0,0.140427,0,2.8306,5.4713,-1.571,0.0129,568.358,
0,0,0.140427,0,2.8306,5.1005,-1.5489,0.0176,566.787,
0,0,0.140427,0,2.8306,5.1005,-1.5489,0.0221,565.238,
0,0,0.140427,0,2.8306,4.3101,-1.5226,0,563.689,
0,0,0.140427,0,2.8306,5.874,-1.4916,0.0263,562.166,
0,0,0.140427,0,2.8306,3.9206,-1.4564,0.031,560.675,
0,0,0.140427,0,2.8306,3.4791,-1.4173,0.0352,559.218,
0,0,0.140427,0,2.8306,3.0584,-1.3743,0.0391,557.801,
0,0,0.140427,0,2.8306,3.0584,-1.3743,0.043,556.427,
0,0,0.140427,0,2.8306,2.2182,-1.3279,0,555.052,
0,0,0.140427,0,2.8306,5.2611,-1.2771,0.0464,553.725,
0,0,0.140427,0,2.8306,1.8147,-1.2229,0.0508,552.447,
0,0,0.140427,0,2.8306,1.325,-1.1657,0.0542,551.225,
0,0,0.140427,0,2.8306,0.8941,-1.1057,0.0572,550.059,
0,0,0.140427,0,2.8306,0.481,-1.043,0.06,548.953,
0,0,0.140427,0,2.8306,0.0722,-0.9779,0.0627,547.91,
0,0,0.140427,0,2.8306,-0.339,-0.9107,0.0651,546.932,
0,0,0.140427,0,2.8306,-0.7374,-0.8415,0.0672,546.022,
0,0,0.140427,0,2.8306,-1.1219,-0.6985,0.0692,545.18,
0,0,0.140427,0,2.8306,-1.1219,-0.6985,0.143,544.482,
0,0,0.140427,0,2.8306,-7.2309,-0.637,0,543.783,
0,0,0.140427,0,2.8306,2.8885,-0.5913,0.0615,543.146,
0,0,0.140427,0,2.8306,-1.6794,-0.5633,0.0457,542.555,
0,0,0.140427,0,2.8306,-0.7218,-0.5393,0.028,541.991,
0,0,0.140427,0,2.8306,-0.7218,-0.5393,0.024,541.452,
0,0,0.140427,0,2.8306,0.6313,-0.4878,0,540.913,
0,0,0.140427,0,2.8306,2.3296,-0.4597,0.0515,540.425,
0,0,0.140427,0,2.8306,-1.4956,-0.4311,0.0281,539.965,
0,0,0.140427,0,2.8306,0.0617,-0.4015,0.0286,539.534,
0,0,0.140427,0,2.8306,-0.0741,-0.3711,0.0296,539.133,
0,0,0.140427,0,2.8306,-0.2488,-0.34,0.0304,538.762,
0,0,0.140427,0,2.8306,-0.4121,-0.3083,0.0311,538.422,
0,0,0.140427,0,2.8306,-0.5708,-0.2759,0.0317,538.113,
0,0,0.140427,0,2.8306,-0.5708,-0.2759,0.0324,537.837,
0,0,0.140427,0,2.8306,-0.8879,-0.2432,0,537.562,
0,0,0.140427,0,2.8306,1.4049,-0.2095,0.0327,537.318,
0,0,0.140427,0,2.8306,-1.0239,-0.1754,0.0337,537.109,
0,0,0.140427,0,2.8306,-1.213,-0.1411,0.0341,536.933,
0,0,0.140427,0,2.8306,-1.361,-0.1068,0.0343,536.792,
0,0,0.140427,0,2.8306,-1.4956,-0.0725,0.0343,536.686,
0,0,0.140427,0,2.8306,-1.4956,-0.0725,0.0343,536.613,
0,0,0.140427,0,2.8306,-1.7364,-0.0384,0,536.541,
0,0,0.140427,0,2.8306,0.6909,-0.0039,0.0341,536.502,
0,0,0.140427,0,2.8306,-1.8419,0.0304,0.0345,536.498,
0,0,0.140427,0,2.8306,-1.9914,0.0641,0.0343,536.529,
0,0,0.140427,0,2.8306,-2.0976,0.0838,0.0337,536.593,
0,0,0.140427,0,2.8306,-2.1735,0.08,0.0197,536.677,
0,0,0.140427,0,2.8306,-2.1735,0.08,-0.0038,536.757,
0,0,0.140427,0,2.8306,0.4244,0.0644,0,536.837,
0,0,0.140427,0,2.8306,0.1555,0.0486,-0.0156,536.901,
0,0,0.140427,0,2.8306,1.3142,0.033,-0.0158,536.95,
0,0,0.140427,0,2.8306,1.3838,0.0177,-0.0156,536.983,
0,0,0.140427,0,2.8306,1.3838,0.0177,-0.0153,537,
0,0,0.140427,0,2.8306,1.4569,0.0028,0,537.018,
0,0,0.140427,0,2.8306,0.3742,-0.012,-0.0149,537.021,
0,0,0.140427,0,2.8306,1.4809,-0.0264,-0.0148,537.009,
0,0,0.140427,0,2.8306,1.5258,-0.0402,-0.0144,536.982,
0,0,0.140427,0,2.8306,1.548,-0.0535,-0.0138,536.942,
0,0,0.140427,0,2.8306,1.554,-0.0661,-0.0133,536.889,
0,0,0.140427,0,2.8306,1.5653,-0.078,-0.0126,536.823,
0,0,0.140427,0,2.8306,1.5653,-0.078,-0.0119,536.745,
0,0,0.140427,0,2.8306,1.5523,-0.0891,0,536.667,
0,0,0.140427,0,2.8306,0.7102,-0.0997,-0.0111,536.577,
0,0,0.140427,0,2.8306,1.5346,-0.1094,-0.0106,536.478,
0,0,0.140427,0,2.8306,1.5365,-0.1183,-0.0097,536.368,
0,0,0.140427,0,2.8306,1.5068,-0.1262,-0.0089,536.25,
0,0,0.140427,0,2.8306,1.4815,-0.1331,-0.0079,536.124,
0,0,0.140427,0,2.8306,1.4384,-0.1391,-0.0069,535.991,
0,0,0.140427,0,2.8306,1.3919,-0.144,-0.006,535.852,
0,0,0.140427,0,2.8306,1.3493,-0.195,-0.0049,535.708,
0,0,0.140427,0,2.8306,1.3493,-0.195,-0.051,535.513,
0,0,0.140427,0,2.8306,4.7299,-0.1781,0,535.318,
0,0,0.140427,0,2.8306,1.1209,-0.1993,0.0169,535.14,
0,0,0.140427,0,2.8306,-0.1343,-0.2236,-0.0212,534.94,
0,0,0.140427,0,2.8306,2.6362,-0.2464,-0.0243,534.717,
0,0,0.140427,0,2.8306,2.9409,-0.2673,-0.0228,534.47,
0,0,0.140427,0,2.8306,2.9148,-0.2863,-0.0209,534.203,
0,0,0.140427,0,2.8306,2.8537,-0.3032,-0.019,533.917,
0,0,0.140427,0,2.8306,2.786,-0.3181,-0.0169,533.613,
0,0,0.140427,0,2.8306,2.6967,-0.3309,-0.0149,533.295,
0,0,0.140427,0,2.8306,2.6967,-0.3309,-0.0128,532.964,
0,0,0.140427,0,2.8306,2.5038,-0.35,0,532.634,
0,0,0.140427,0,2.8306,1.598,-0.3564,-0.0191,532.284,
0,0,0.140427,0,2.8306,3.0167,-0.3603,-0.0064,531.927,
0,0,0.140427,0,2.8306,2.1404,-0.362,-0.0039,531.567,
0,0,0.140427,0,2.8306,1.9772,-0.3614,-0.0017,531.205,
0,0,0.140427,0,2.8306,1.9772,-0.3614,0.0006,530.843,
0,0,0.140427,0,2.8306,1.6626,-0.3587,0,530.482,
0,0,0.140427,0,2.8306,1.7051,-0.3537,0.0027,530.123,
0,0,0.140427,0,2.8306,1.5045,-0.3465,0.005,529.77,
0,0,0.140427,0,2.8306,1.3242,-0.3372,0.0072,529.423,
0,0,0.140427,0,2.8306,1.3242,-0.3372,0.0093,529.086,
0,0,0.140427,0,2.8306,0.962,-0.3258,0,528.749,
0,0,0.140427,0,2.8306,1.6201,-0.3123,0.0114,528.423,
0,0,0.140427,0,2.8306,0.7734,-0.2968,0.0135,528.111,
0,0,0.140427,0,2.8306,0.5774,-0.2794,0.0155,527.814,
0,0,0.140427,0,2.8306,0.3814,-0.2603,0.0174,527.534,
0,0,0.140427,0,2.8306,0.1859,-0.2394,0.0191,527.274,
0,0,0.140427,0,2.8306,-0.0015,-0.2171,0.0209,527.035,
0,0,0.140427,0,2.8306,-0.0015,-0.2171,0.0223,526.818,
0,0,0.140427,0,2.8306,-0.3796,-0.1933,0,526.601,
0,0,0.140427,0,2.8306,1.1985,-0.1678,0.0238,526.407,
0,0,0.140427,0,2.8306,-0.5693,-0.1411,0.0255,526.239,
0,0,0.140427,0,2.8306,-0.7791,-0.1133,0.0267,526.098,
0,0,0.140427,0,2.8306,-0.7791,-0.1133,0.0278,525.985,
0,0,0.140427,0,2.8306,-1.1332,-0.0846,0,525.872,
0,0,0.140427,0,2.8306,0.8341,-0.0545,0.0287,525.787,
0,0,0.140427,0,2.8306,-1.2976,-0.0238,0.0301,525.733,
0,0,0.140427,0,2.8306,-1.5024,0.0074,0.0307,525.709,
0,0,0.140427,0,2.8306,-1.6526,0.039,0.0312,525.716,
0,0,0.140427,0,2.8306,-1.7975,0.0708,0.0316,525.755,
0,0,0.140427,0,2.8306,-1.9368,0.1024,0.0318,525.826,
0,0,0.140427,0,2.8306,-2.0626,0.1333,0.0316,525.928,
0,0,0.140427,0,2.8306,-2.0626,0.1333,0.0309,526.062,
0,0,0.140427,0,2.8306,-2.2183,0.1623,0,526.195,
0,0,0.140427,0,2.8306,-0.0316,0.1903,0.029,526.357,
0,0,0.140427,0,2.8306,-2.1856,0.217,0.028,526.548,
0,0,0.140427,0,2.8306,-2.2132,0.243,0.0267,526.765,
0,0,0.140427,0,2.8306,-2.2132,0.243,0.026,527.008,
0,0,0.140427,0,2.8306,-2.2567,0.2682,0,527.251,
0,0,0.140427,0,2.8306,-0.4168,0.293,0.0252,527.519,
0,0,0.140427,0,2.8306,-2.2885,0.3168,0.0248,527.812,
0,0,0.140427,0,2.8306,-2.3473,0.3395,0.0238,528.129,
0,0,0.140427,0,2.8306,-2.3601,0.361,0.0227,528.468,
0,0,0.140427,0,2.8306,-2.3619,0.381,0.0215,528.829,
0,0,0.140427,0,2.8306,-2.3525,0.3996,0.02,529.21,
0,0,0.140427,0,2.8306,-2.3165,0.4166,0.0186,529.61,
0,0,0.140427,0,2.8306,-2.3165,0.4166,0.017,530.026,
0,0,0.140427,0,2.8306,-2.2292,0.4319,0,530.443,
0,0,0.140427,0,2.8306,-1.0262,0.4459,0.0153,530.875,
0,0,0.140427,0,2.8306,-2.1626,0.4581,0.014,531.321,
0,0,0.140427,0,2.8306,-2.1626,0.4581,0.0122,531.779,
0,0,0.140427,0,2.8306,-2.0352,0.4684,0,532.237,
0,0,0.140427,0,2.8306,-1.1719,0.4772,0.0103,532.705,
0,0,0.140427,0,2.8306,-1.9369,0.4841,0.0088,533.183,
0,0,0.140427,0,2.8306,-1.8617,0.489,0.0069,533.667,
0,0,0.140427,0,2.8306,-1.7515,0.492,0.0049,534.156,
0,0,0.140427,0,2.8306,-1.6271,0.4931,0.003,534.648,
0,0,0.140427,0,2.8306,-1.5032,0.4921,0.0011,535.141,
