Twiddle,Step,Kp,Ki,Kd,angle,cte,d_error,i_error,
0,0,0.140427,0,2.8306,-2.685,1.0165,0.0664,1087.3,
0,0,0.140427,0,2.8306,-7.6169,1.0705,0.061,1088.32,
0,0,0.140427,0,2.8306,-7.4489,1.1172,0.054,1089.39,
0,0,0.140427,0,2.8306,-7.1432,1.1566,0.0467,1090.51,
0,0,0.140427,0,2.8306,-6.7905,1.1886,0.0394,1091.67,
0,0,0.140427,0,2.8306,-6.4123,1.2302,0.032,1092.85,
0,0,0.140427,0,2.8306,-6.0009,1.2398,0.0416,1094.08,
0,0,0.140427,0,2.8306,-6.8263,1.2416,0.0096,1095.32,
0,0,0.140427,0,2.8306,-4.5955,1.2364,0.0018,1096.57,
0,0,0.140427,0,2.8306,-4.5955,1.2364,-0.0052,1097.8,
0,0,0.140427,0,2.8306,-3.5363,1.2244,0,1099.04,
0,0,0.140427,0,2.8306,-3.9043,1.1808,-0.012,1100.26,
0,0,0.140427,0,2.8306,-3.013,1.1497,-0.0436,1101.44,
0,0,0.140427,0,2.8306,-0.6237,1.1133,-0.0311,1102.59,
0,0,0.140427,0,2.8306,-1.3991,1.0717,-0.0364,1103.71,
0,0,0.140427,0,2.8306,-0.8963,1.0254,-0.0416,1104.78,
0,0,0.140427,0,2.8306,-0.8963,1.0254,-0.0463,1105.8,
0,0,0.140427,0,2.8306,0.1129,0.9205,0,1106.83,
0,0,0.140427,0,2.8306,-3.1635,0.8616,-0.1049,1107.75,
0,0,0.140427,0,2.8306,4.628,0.8007,-0.0589,1108.61,
0,0,0.140427,0,2.8306,4.628,0.8007,-0.0609,1109.41,
0,0,0.140427,0,2.8306,1.9349,0.7374,0,1110.21,
0,0,0.140427,0,2.8306,-2.3747,0.6709,-0.0633,1110.95,
0,0,0.140427,0,2.8306,2.327,0.6025,-0.0665,1111.62,
0,0,0.140427,0,2.8306,2.7869,0.5328,-0.0684,1112.22,
0,0,0.140427,0,2.8306,3.1615,0.4625,-0.0697,1112.76,
0,0,0.140427,0,2.8306,3.4982,0.3916,-0.0703,1113.22,
0,0,0.140427,0,2.8306,3.7874,0.2484,-0.0709,1113.61,
0,0,0.140427,0,2.8306,3.7874,0.2484,-0.1432,1113.86,
0,0,0.140427,0,2.8306,9.6978,0.1786,0,1114.11,
0,0,0.140427,0,2.8306,-0.4357,0.108,-0.0698,1114.29,
0,0,0.140427,0,2.8306,4.7487,0.0383,-0.0706,1114.39,
0,0,0.140427,0,2.8306,5.0532,-0.0302,-0.0697,1114.43,
0,0,0.140427,0,2.8306,5.2342,-0.0971,-0.0685,1114.4,
0,0,0.140427,0,2.8306,5.3898,-0.1622,-0.0669,1114.3,
0,0,0.140427,0,2.8306,5.5114,-0.225,-0.0651,1114.14,
0,0,0.140427,0,2.8306,5.6126,-0.2852,-0.0628,1113.92,
0,0,0.140427,0,2.8306,5.6703,-0.3427,-0.0602,1113.63,
0,0,0.140427,0,2.8306,5.6976,-0.397,-0.0575,1113.29,
0,0,0.140427,0,2.8306,5.7084,-0.4478,-0.0543,1112.89,
0,0,0.140427,0,2.8306,5.6726,-0.4951,-0.0508,1112.44,
0,0,0.140427,0,2.8306,5.6033,-0.5368,-0.0473,1111.95,
0,0,0.140427,0,2.8306,5.5217,-0.5792,-0.0417,1111.41,
0,0,0.140427,0,2.8306,5.2718,-0.5782,-0.0424,1110.83,
0,0,0.140427,0,2.8306,5.4702,-0.5611,0.001,1110.26,
0,0,0.140427,0,2.8306,2.3954,-0.5343,0.0171,1109.69,
0,0,0.140427,0,2.8306,1.1961,-0.5041,0.0268,1109.16,
0,0,0.140427,0,2.8306,0.4156,-0.4708,0.0302,1108.66,
0,0,0.140427,0,2.8306,0.069,-0.4345,0.0333,1108.19,
0,0,0.140427,0,2.8306,-0.2673,-0.3955,0.0363,1107.75,
0,0,0.140427,0,2.8306,-0.607,-0.3541,0.039,1107.36,
0,0,0.140427,0,2.8306,-0.935,-0.3105,0.0414,1107,
0,0,0.140427,0,2.8306,-1.2502,-0.2649,0.0436,1106.69,
0,0,0.140427,0,2.8306,-1.559,-0.2176,0.0456,1106.43,
0,0,0.140427,0,2.8306,-1.8606,-0.1191,0.0473,1106.21,
0,0,0.140427,0,2.8306,-2.1469,-0.0683,0.0985,1106.09,
0,0,0.140427,0,2.8306,-6.1159,-0.0183,0.0508,1106.02,
0,0,0.140427,0,2.8306,-2.9188,0.0318,0.05,1106,
0,0,0.140427,0,2.8306,-3.0377,0.0815,0.0501,1106.03,
0,0,0.140427,0,2.8306,-3.2206,0.1308,0.0497,1106.12,
0,0,0.140427,0,2.8306,-3.3668,0.1793,0.0493,1106.25,
0,0,0.140427,0,2.8306,-3.5116,0.2267,0.0485,1106.43,
0,0,0.140427,0,2.8306,-3.6252,0.4359,0.0474,1106.65,
0,0,0.140427,0,2.8306,-3.6252,0.4359,0.2092,1107.09,
0,0,0.140427,0,2.8306,-15.898,0.5447,0,1107.52,
0,0,0.140427,0,2.8306,-1.094,0.7613,0.1088,1108.07,
0,0,0.140427,0,2.8306,-9.1752,0.8642,0.2166,1108.83,
0,0,0.140427,0,2.8306,-17.564,0.9612,0.1029,1109.69,
0,0,0.140427,0,2.8306,-9.8793,1.0521,0.097,1110.66,
0,0,0.140427,0,2.8306,-9.8023,1.1359,0.0909,1111.71,
0,0,0.140427,0,2.8306,-9.6898,1.2123,0.0838,1112.84,
0,0,0.140427,0,2.8306,-9.4816,1.2812,0.0764,1114.06,
0,0,0.140427,0,2.8306,-9.2261,1.3424,0.0689,1115.34,
0,0,0.140427,0,2.8306,-8.9373,1.3958,0.0612,1116.68,
0,0,0.140427,0,2.8306,-8.6072,1.4413,0.0534,1118.08,
0,0,0.140427,0,2.8306,-8.2427,1.479,0.0455,1119.52,
0,0,0.140427,0,2.8306,-7.8434,1.509,0.0377,1121,
0,0,0.140427,0,2.8306,-7.4238,1.5314,0.03,1122.5,
0,0,0.140427,0,2.8306,-6.9842,1.5463,0.0224,1124.04,
0,0,0.140427,0,2.8306,-6.5251,1.5539,0.0149,1125.58,
0,0,0.140427,0,2.8306,-6.0466,1.5545,0.0076,1127.14,
0,0,0.140427,0,2.8306,-5.5567,1.5483,0.0006,1128.69,
0,0,0.140427,0,2.8306,-5.0635,1.5163,-0.0062,1130.24,
0,0,0.140427,0,2.8306,-5.0635,1.5163,-0.032,1131.76,
0,0,0.140427,0,2.8306,-2.6224,1.4915,0,1133.27,
0,0,0.140427,0,2.8306,-4.8869,1.4608,-0.0248,1134.76,
0,0,0.140427,0,2.8306,-3.0449,1.4249,-0.0307,1136.22,
0,0,0.140427,0,2.8306,-2.5196,1.384,-0.0359,1137.65,
0,0,0.140427,0,2.8306,-2.0256,1.3387,-0.0409,1139.03,
0,0,0.140427,0,2.8306,-1.5282,1.2891,-0.0453,1140.37,
0,0,0.140427,0,2.8306,-1.0578,1.2412,-0.0496,1141.66,
0,0,0.140427,0,2.8306,-0.5793,1.1949,-0.0479,1142.9,
0,0,0.140427,0,2.8306,-0.5315,1.2017,-0.0463,1144.1,
0,0,0.140427,0,2.8306,-0.4822,1.2055,0.0068,1145.3,
0,0,0.140427,0,2.8306,-4.2636,1.2054,0.0038,1146.5,
0,0,0.140427,0,2.8306,-4.0647,1.2016,-0.0001,1147.71,
0,0,0.140427,0,2.8306,-3.7884,1.1944,-0.0038,1148.91,
0,0,0.140427,0,2.8306,-3.5132,1.1839,-0.0072,1150.11,
0,0,0.140427,0,2.8306,-3.5132,1.1839,-0.0105,1151.29,
0,0,0.140427,0,2.8306,-2.9769,1.17,0,1152.47,
0,0,0.140427,0,2.8306,-3.72,1.1528,-0.0139,1153.64,
0,0,0.140427,0,2.8306,-2.6875,1.1324,-0.0172,1154.8,
0,0,0.140427,0,2.8306,-2.3936,1.1091,-0.0204,1155.93,
0,0,0.140427,0,2.8306,-2.0956,1.0829,-0.0233,1157.04,
0,0,0.140427,0,2.8306,-1.8085,1.054,-0.0262,1158.12,
0,0,0.140427,0,2.8306,-1.5113,1.0226,-0.0289,1159.17,
0,0,0.140427,0,2.8306,-1.2188,0.9522,-0.0314,1160.2,
0,0,0.140427,0,2.8306,-0.9317,0.9136,-0.0704,1161.15,
0,0,0.140427,0,2.8306,2.0753,0.8329,-0.0386,1162.06,
0,0,0.140427,0,2.8306,-0.0395,0.7904,-0.0807,1162.9,
0,0,0.140427,0,2.8306,3.223,0.7475,-0.0425,1163.69,
0,0,0.140427,0,2.8306,0.669,0.7035,-0.0429,1164.43,
0,0,0.140427,0,2.8306,0.8479,0.6587,-0.044,1165.14,
0,0,0.140427,0,2.8306,0.8479,0.6587,-0.0448,1165.8,
0,0,0.140427,0,2.8306,1.2941,0.6203,0,1166.45,
0,0,0.140427,0,2.8306,-1.8761,0.5967,-0.0384,1167.07,
0,0,0.140427,0,2.8306,0.976,0.5864,-0.0236,1167.67,
0,0,0.140427,0,2.8306,0.0116,0.5855,-0.0103,1168.26,
0,0,0.140427,0,2.8306,-0.8934,0.5856,-0.0009,1168.84,
0,0,0.140427,0,2.8306,-1.5555,0.5845,0.0001,1169.43,
0,0,0.140427,0,2.8306,-1.6266,0.5822,-0.0011,1170.01,
0,0,0.140427,0,2.8306,-1.5378,0.5786,-0.0023,1170.6,
0,0,0.140427,0,2.8306,-1.4448,0.5737,-0.0036,1171.17,
0,0,0.140427,0,2.8306,-1.3402,0.5676,-0.0049,1171.75,
0,0,0.140427,0,2.8306,-1.231,0.5603,-0.0061,1172.32,
0,0,0.140427,0,2.8306,-1.1247,0.5518,-0.0073,1172.88,
0,0,0.140427,0,2.8306,-1.0141,0.5422,-0.0085,1173.43,
0,0,0.140427,0,2.8306,-1.0141,0.5422,-0.0096,1173.97,
0,0,0.140427,0,2.8306,-0.7878,0.5196,0,1174.51,
0,0,0.140427,0,2.8306,-1.4672,0.5065,-0.0226,1175.03,
0,0,0.140427,0,2.8306,0.2115,0.4925,-0.0131,1175.54,
0,0,0.140427,0,2.8306,-0.4148,0.4776,-0.014,1176.03,
0,0,0.140427,0,2.8306,-0.302,0.4618,-0.0149,1176.51,
0,0,0.140427,0,2.8306,-0.186,0.4451,-0.0158,1176.97,
0,0,0.140427,0,2.8306,-0.0668,0.4276,-0.0167,1177.42,
0,0,0.140427,0,2.8306,0.0555,0.4094,-0.0175,1177.84,
0,0,0.140427,0,2.8306,0.1736,0.3906,-0.0182,1178.25,
0,0,0.140427,0,2.8306,0.287,0.3712,-0.0188,1178.64,
0,0,0.140427,0,2.8306,0.3954,0.3512,-0.0194,1179.01,
0,0,0.140427,0,2.8306,0.3954,0.3512,-0.02,1179.37,
0,0,0.140427,0,2.8306,0.6187,0.3309,0,1179.72,
0,0,0.140427,0,2.8306,-0.7966,0.2879,-0.0203,1180.05,
0,0,0.140427,0,2.8306,0.7112,0.2657,-0.043,1180.34,
0,0,0.140427,0,2.8306,2.4685,0.2438,-0.0222,1180.6,
0,0,0.140427,0,2.8306,1.0745,0.2219,-0.0219,1180.84,
0,0,0.140427,0,2.8306,1.1302,0.2,-0.0219,1181.07,
0,0,0.140427,0,2.8306,1.1302,0.2,-0.0219,1181.27,
0,0,0.140427,0,2.8306,1.284,0.1783,0,1181.47,
0,0,0.140427,0,2.8306,-0.2658,0.1564,-0.0217,1181.65,
0,0,0.140427,0,2.8306,1.346,0.1347,-0.0219,1181.8,
0,0,0.140427,0,2.8306,1.437,0.1134,-0.0217,1181.94,
0,0,0.140427,0,2.8306,1.499,0.0939,-0.0213,1182.05,
0,0,0.140427,0,2.8306,1.5455,0.0995,-0.0195,1182.14,
0,0,0.140427,0,2.8306,1.4866,0.2133,0.0056,1182.24,
0,0,0.140427,0,2.8306,-0.3093,0.3087,0.1138,1182.46,
0,0,0.140427,0,2.8306,-8.3656,0.4018,0.0954,1182.76,
0,0,0.140427,0,2.8306,-7.3984,0.5802,0.0931,1183.17,
0,0,0.140427,0,2.8306,-7.5625,0.6646,0.1784,1183.75,
0,0,0.140427,0,2.8306,-14.225,0.7442,0.0844,1184.41,
0,0,0.140427,0,2.8306,-7.8694,0.8196,0.0796,1185.16,
0,0,0.140427,0,2.8306,-7.8092,0.8898,0.0754,1185.98,
0,0,0.140427,0,2.8306,-7.7767,0.9546,0.0702,1186.87,
0,0,0.140427,0,2.8306,-7.6552,1.0139,0.0648,1187.82,
0,0,0.140427,0,2.8306,-7.5005,1.0676,0.0593,1188.83,
0,0,0.140427,0,2.8306,-7.3195,1.1156,0.0537,1189.9,
0,0,0.140427,0,2.8306,-7.1117,1.158,0.048,1191.02,
0,0,0.140427,0,2.8306,-6.8769,1.1947,0.0424,1192.17,
0,0,0.140427,0,2.8306,-6.6295,1.2258,0.0367,1193.37,
0,0,0.140427,0,2.8306,-6.6295,1.2258,0.0311,1194.6,
0,0,0.140427,0,2.8306,-6.0678,1.2515,0,1195.82,
0,0,0.140427,0,2.8306,-3.8671,1.2724,0.0257,1197.07,
0,0,0.140427,0,2.8306,-5.7759,1.2881,0.0209,1198.35,
0,0,0.140427,0,2.8306,-5.5096,1.2987,0.0157,1199.63,
0,0,0.140427,0,2.8306,-5.1968,1.3053,0.0106,1200.93,
0,0,0.140427,0,2.8306,-4.8731,1.3015,0.0066,1202.24,
0,0,0.140427,0,2.8306,-4.8731,1.3015,-0.0038,1203.54,
0,0,0.140427,0,2.8306,-3.8639,1.2935,0,1204.84,
0,0,0.140427,0,2.8306,-4.1328,1.2866,-0.008,1206.13,
0,0,0.140427,0,2.8306,-3.5386,1.2908,-0.0069,1207.42,
0,0,0.140427,0,2.8306,-3.5922,1.3016,0.0042,1208.71,
0,0,0.140427,0,2.8306,-4.3925,1.3192,0.0108,1210.01,
0,0,0.140427,0,2.8306,-4.8974,1.3324,0.0176,1211.33,
0,0,0.140427,0,2.8306,-5.4404,1.3413,0.0132,1212.66,
0,0,0.140427,0,2.8306,-5.1754,1.346,0.0089,1214.01,
0,0,0.140427,0,2.8306,-4.9023,1.3467,0.0047,1215.35,
0,0,0.140427,0,2.8306,-4.6216,1.3436,0.0007,1216.7,
0,0,0.140427,0,2.8306,-4.341,1.3368,-0.0031,1218.04,
0,0,0.140427,0,2.8306,-4.341,1.3368,-0.0068,1219.38,
0,0,0.140427,0,2.8306,-3.7755,1.3265,0,1220.72,
0,0,0.140427,0,2.8306,-4.2567,1.3126,-0.0103,1222.04,
0,0,0.140427,0,2.8306,-3.4917,1.2953,-0.0139,1223.35,
0,0,0.140427,0,2.8306,-3.1881,1.2749,-0.0173,1224.65,
0,0,0.140427,0,2.8306,-2.8868,1.1948,-0.0204,1225.92,
0,0,0.140427,0,2.8306,-2.5958,1.1621,-0.0801,1227.12,
0,0,0.140427,0,2.8306,-2.5958,1.1621,-0.0327,1228.28,
0,0,0.140427,0,2.8306,-1.3294,1.1268,0,1229.44,
0,0,0.140427,0,2.8306,-3.6434,1.0883,-0.0353,1230.57,
0,0,0.140427,0,2.8306,-1.0215,1.0473,-0.0385,1231.66,
0,0,0.140427,0,2.8306,-0.6599,1.0041,-0.041,1232.71,
0,0,0.140427,0,2.8306,-0.339,0.9587,-0.0432,1233.71,
0,0,0.140427,0,2.8306,-0.0317,0.9115,-0.0454,1234.67,
0,0,0.140427,0,2.8306,0.2834,0.8648,-0.0472,1235.58,
0,0,0.140427,0,2.8306,0.5765,0.8426,-0.0467,1236.45,
0,0,0.140427,0,2.8306,0.5765,0.8426,-0.0222,1237.29,
0,0,0.140427,0,2.8306,-0.9508,0.859,0,1238.13,
0,0,0.140427,0,2.8306,-2.5218,0.884,0.0164,1238.99,
0,0,0.140427,0,2.8306,-3.7399,0.9081,0.025,1239.87,
0,0,0.140427,0,2.8306,-4.4362,0.948,0.0241,1240.78,
0,0,0.140427,0,2.8306,-4.4571,0.9636,0.0399,1241.73,
0,0,0.140427,0,2.8306,-5.7153,0.9759,0.0156,1242.69,
0,0,0.140427,0,2.8306,-4.0505,0.9852,0.0123,1243.67,
0,0,0.140427,0,2.8306,-3.8601,0.9915,0.0093,1244.65,
0,0,0.140427,0,2.8306,-3.6805,0.9949,0.0063,1245.65,
0,0,0.140427,0,2.8306,-3.4903,0.9954,0.0034,1246.64,
0,0,0.140427,0,2.8306,-3.4903,0.9954,0.0005,1247.64,
0,0,0.140427,0,2.8306,-3.0936,0.9931,0,1248.63,
0,0,0.140427,0,2.8306,-3.0582,0.9879,-0.0023,1249.62,
0,0,0.140427,0,2.8306,-2.8874,0.9799,-0.0052,1250.61,
0,0,0.140427,0,2.8306,-2.6639,0.9691,-0.008,1251.59,
0,0,0.140427,0,2.8306,-2.4377,0.9555,-0.0108,1252.56,
0,0,0.140427,0,2.8306,-2.2016,0.9393,-0.0136,1253.52,
0,0,0.140427,0,2.8306,-1.9557,0.9205,-0.0162,1254.46,
0,0,0.140427,0,2.8306,-1.7149,0.8755,-0.0188,1255.38,
0,0,0.140427,0,2.8306,-1.4649,0.8493,-0.045,1256.25,
0,0,0.140427,0,2.8306,0.5472,0.8214,-0.0262,1257.1,
0,0,0.140427,0,2.8306,0.5472,0.8214,-0.0279,1257.92,
0,0,0.140427,0,2.8306,-0.473,0.7915,0,1258.74,
0,0,0.140427,0,2.8306,-2.4473,0.7592,-0.0299,1259.54,
0,0,0.140427,0,2.8306,-0.2265,0.725,-0.0323,1260.3,
0,0,0.140427,0,2.8306,0.0567,0.6891,-0.0342,1261.02,
0,0,0.140427,0,2.8306,0.3113,0.6517,-0.0359,1261.71,
0,0,0.140427,0,2.8306,0.5576,0.6129,-0.0374,1262.36,
0,0,0.140427,0,2.8306,0.795,0.573,-0.0388,1262.97,
0,0,0.140427,0,2.8306,1.0303,0.4901,-0.0399,1263.55,
0,0,0.140427,0,2.8306,1.0303,0.4901,-0.0829,1264.04,
0,0,0.140427,0,2.8306,4.5822,0.4487,0,1264.53,
0,0,0.140427,0,2.8306,-1.2843,0.4059,-0.0414,1264.98,
0,0,0.140427,0,2.8306,1.7908,0.3629,-0.0428,1265.38,
0,0,0.140427,0,2.8306,2.0401,0.3197,-0.043,1265.74,
0,0,0.140427,0,2.8306,2.2052,0.2766,-0.0432,1266.06,
0,0,0.140427,0,2.8306,2.371,0.2337,-0.0431,1266.34,
0,0,0.140427,0,2.8306,2.5153,0.1988,-0.0429,1266.57,
0,0,0.140427,0,2.8306,2.6517,0.2386,-0.0349,1266.77,
0,0,0.140427,0,2.8306,2.2081,0.2862,0.0398,1267.01,
0,0,0.140427,0,2.8306,2.2081,0.2862,0.0476,1267.3,
0,0,0.140427,0,2.8306,-3.9368,0.3328,0,1267.58,
0,0,0.140427,0,2.8306,-0.5684,0.3795,0.0466,1267.92,
0,0,0.140427,0,2.8306,-4.0297,0.425,0.0467,1268.3,
0,0,0.140427,0,2.8306,-4.2007,0.4691,0.0455,1268.72,
0,0,0.140427,0,2.8306,-4.2755,0.5116,0.0441,1269.19,
0,0,0.140427,0,2.8306,-4.3313,0.5521,0.0425,1269.7,
0,0,0.140427,0,2.8306,-4.3672,0.5907,0.0405,1270.25,
0,0,0.140427,0,2.8306,-4.3679,0.6269,0.0386,1270.85,
0,0,0.140427,0,2.8306,-4.369,0.6608,0.0362,1271.47,
0,0,0.140427,0,2.8306,-4.3262,0.6921,0.0339,1272.13,
0,0,0.140427,0,2.8306,-4.2825,0.7887,0.0313,1272.82,
0,0,0.140427,0,2.8306,-4.2084,0.8177,0.0966,1273.61,
0,0,0.140427,0,2.8306,-9.1684,0.827,0.029,1274.43,
0,0,0.140427,0,2.8306,-4.4865,0.8172,0.0093,1275.26,
0,0,0.140427,0,2.8306,-4.4865,0.8172,-0.0098,1276.08,
0,0,0.140427,0,2.8306,-1.7391,0.8062,0,1276.89,
0,0,0.140427,0,2.8306,-2.4326,0.7915,-0.011,1277.7,
0,0,0.140427,0,2.8306,-1.6156,0.7734,-0.0147,1278.49,
0,0,0.140427,0,2.8306,-1.3021,0.7521,-0.0181,1279.26,
0,0,0.140427,0,2.8306,-0.998,0.7278,-0.0213,1280.02,
0,0,0.140427,0,2.8306,-0.6968,0.7008,-0.0243,1280.74,
0,0,0.140427,0,2.8306,-0.3991,0.6747,-0.027,1281.44,
0,0,0.140427,0,2.8306,-0.1133,0.652,-0.0261,1282.12,
0,0,0.140427,0,2.8306,-0.0854,0.6526,-0.0227,1282.77,
0,0,0.140427,0,2.8306,-0.2463,0.6511,0.0006,1283.42,
0,0,0.140427,0,2.8306,-1.8972,0.6473,-0.0015,1284.07,
0,0,0.140427,0,2.8306,-1.7433,0.6413,-0.0038,1284.72,
0,0,0.140427,0,2.8306,-1.5672,0.6332,-0.006,1285.36,
0,0,0.140427,0,2.8306,-1.3905,0.6231,-0.0081,1286,
0,0,0.140427,0,2.8306,-1.2134,0.5824,-0.0101,1286.62,
0,0,0.140427,0,2.8306,-1.0364,0.5654,-0.0407,1287.2,
0,0,0.140427,0,2.8306,1.2719,0.5475,-0.017,1287.77,
0,0,0.140427,0,2.8306,-0.3456,0.5282,-0.0179,1288.32,
0,0,0.140427,0,2.8306,-0.2191,0.5077,-0.0193,1288.84,
0,0,0.140427,0,2.8306,-0.0522,0.486,-0.0205,1289.35,
0,0,0.140427,0,2.8306,0.1046,0.4633,-0.0217,1289.84,
0,0,0.140427,0,2.8306,0.2657,0.4397,-0.0227,1290.3,
0,0,0.140427,0,2.8306,0.4162,0.4152,-0.0236,1290.74,
0,0,0.140427,0,2.8306,0.5627,0.364,-0.0245,1291.16,
0,0,0.140427,0,2.8306,0.7124,0.3381,-0.0512,1291.52,
0,0,0.140427,0,2.8306,2.7816,0.3575,-0.0259,1291.86,
0,0,0.140427,0,2.8306,1.0822,0.3463,0.0194,1292.21,
0,0,0.140427,0,2.8306,-2.1916,0.3652,-0.0112,1292.56,
0,0,0.140427,0,2.8306,0.0132,0.3909,0.0189,1292.93,
0,0,0.140427,0,2.8306,0.0132,0.3909,0.0257,1293.32,
0,0,0.140427,0,2.8306,-2.7547,0.4158,0,1293.71,
0,0,0.140427,0,2.8306,-0.936,0.4399,0.0249,1294.12,
0,0,0.140427,0,2.8306,-2.8135,0.5217,0.0241,1294.56,
0,0,0.140427,0,2.8306,-2.8135,0.5381,0.0818,1295.09,
0,0,0.140427,0,2.8306,-7.1838,0.5604,0.0164,1295.62,
0,0,0.140427,0,2.8306,-2.6133,0.5675,0.0223,1296.18,
0,0,0.140427,0,2.8306,-3.1091,0.574,0.0071,1296.75,
0,0,0.140427,0,2.8306,-2.0584,0.5736,0.0065,1297.33,
0,0,0.140427,0,2.8306,-2.0388,0.5587,-0.0004,1297.9,
0,0,0.140427,0,2.8306,-1.5491,0.5491,-0.0149,1298.46,
0,0,0.140427,0,2.8306,-0.4707,0.5377,-0.0096,1299.01,
0,0,0.140427,0,2.8306,-0.812,0.5089,-0.0114,1299.54,
0,0,0.140427,0,2.8306,-0.6446,0.4917,-0.0288,1300.05,
0,0,0.140427,0,2.8306,0.6878,0.4732,-0.0172,1300.55,
0,0,0.140427,0,2.8306,-0.0727,0.4317,-0.0185,1301.02,
0,0,0.140427,0,2.8306,0.0842,0.4088,-0.0415,1301.45,
0,0,0.140427,0,2.8306,1.8575,0.3612,-0.0229,1301.86,
0,0,0.140427,0,2.8306,0.6217,0.3363,-0.0476,1302.22,
0,0,0.140427,0,2.8306,0.6217,0.3363,-0.0249,1302.56,
0,0,0.140427,0,2.8306,1.0177,0.2847,0,1302.89,
0,0,0.140427,0,2.8306,-0.7443,0.2577,-0.0516,1303.18,
0,0,0.140427,0,2.8306,3.0883,0.2309,-0.027,1303.44,
0,0,0.140427,0,2.8306,1.4423,0.2039,-0.0268,1303.67,
0,0,0.140427,0,2.8306,1.5222,0.1502,-0.027,1303.87,
0,0,0.140427,0,2.8306,1.5222,0.1502,-0.0537,1304.02,
0,0,0.140427,0,2.8306,3.7091,0.1244,0,1304.17,
0,0,0.140427,0,2.8306,-0.091,0.0984,-0.0258,1304.29,
0,0,0.140427,0,2.8306,1.8253,0.0729,-0.026,1304.39,
0,0,0.140427,0,2.8306,1.9308,0.049,-0.0255,1304.47,
0,0,0.140427,0,2.8306,1.9849,0.0453,-0.0239,1304.51,
0,0,0.140427,0,2.8306,1.9556,0.0448,-0.0037,1304.56,
0,0,0.140427,0,2.8306,0.5391,0.0398,-0.0005,1304.61,
0,0,0.140427,0,2.8306,0.3144,0.0616,-0.005,1304.64,
0,0,0.140427,0,2.8306,0.6504,0.0841,0.0218,1304.71,
0,0,0.140427,0,2.8306,-1.3226,0.1066,0.0225,1304.79,
0,0,0.140427,0,2.8306,-1.4511,0.1513,0.0225,1304.9,
0,0,0.140427,0,2.8306,-1.5301,0.1733,0.0447,1305.05,
0,0,0.140427,0,2.8306,-3.258,0.1943,0.022,1305.22,
0,0,0.140427,0,2.8306,-1.7289,0.2146,0.021,1305.42,
0,0,0.140427,0,2.8306,-1.7319,0.2343,0.0203,1305.63,
0,0,0.140427,0,2.8306,-1.7319,0.2343,0.0197,1305.86,
0,0,0.140427,0,2.8306,-1.7803,0.2531,0,1306.1,
0,0,0.140427,0,2.8306,-0.3862,0.2715,0.0188,1306.35,
0,0,0.140427,0,2.8306,-1.7826,0.289,0.0184,1306.62,
0,0,0.140427,0,2.8306,-1.8189,0.3055,0.0175,1306.91,
0,0,0.140427,0,2.8306,-1.8166,0.3352,0.0165,1307.22,
0,0,0.140427,0,2.8306,-1.8038,0.3483,0.0297,1307.55,
0,0,0.140427,0,2.8306,-2.8422,0.3597,0.0131,1307.9,
0,0,0.140427,0,2.8306,-1.7135,0.3697,0.0114,1308.26,
0,0,0.140427,0,2.8306,-1.6332,0.3783,0.01,1308.63,
0,0,0.140427,0,2.8306,-1.5692,0.3854,0.0086,1309.01,
0,0,0.140427,0,2.8306,-1.5003,0.3911,0.0071,1309.39,
0,0,0.140427,0,2.8306,-1.4191,0.3952,0.0057,1309.79,
0,0,0.140427,0,2.8306,-1.3401,0.3978,0.0041,1310.18,
0,0,0.140427,0,2.8306,-1.2412,0.3984,0.0026,1310.58,
0,0,0.140427,0,2.8306,-1.1442,0.3964,0.0006,1310.98,
0,0,0.140427,0,2.8306,-1.0048,0.4093,-0.002,1311.37,
0,0,0.140427,0,2.8306,-0.8138,0.4248,0.0129,1311.78,
0,0,0.140427,0,2.8306,-1.9135,0.4498,0.0155,1312.21,
0,0,0.140427,0,2.8306,-2.1519,0.4817,0.025,1312.66,
0,0,0.140427,0,2.8306,-2.9119,0.5126,0.0319,1313.14,
0,0,0.140427,0,2.8306,-3.5122,0.5409,0.0309,1313.65,
0,0,0.140427,0,2.8306,-3.5499,0.5666,0.0283,1314.19,
0,0,0.140427,0,2.8306,-3.4652,0.6092,0.0257,1314.76,
0,0,0.140427,0,2.8306,-3.3715,0.6259,0.0426,1315.37,
0,0,0.140427,0,2.8306,-4.717,0.639,0.0167,1315.99,
0,0,0.140427,0,2.8306,-2.9428,0.6487,0.0131,1316.63,
0,0,0.140427,0,2.8306,-2.734,0.6552,0.0097,1317.28,
0,0,0.140427,0,2.8306,-2.5275,0.6583,0.0065,1317.94,
0,0,0.140427,0,2.8306,-2.3238,0.6582,0.0031,1318.6,
0,0,0.140427,0,2.8306,-2.0941,0.6549,-0.0001,1319.25,
0,0,0.140427,0,2.8306,-1.8673,0.6483,-0.0033,1319.91,
0,0,0.140427,0,2.8306,-1.6293,0.6386,-0.0066,1320.56,
0,0,0.140427,0,2.8306,-1.3726,0.6259,-0.0097,1321.2,
0,0,0.140427,0,2.8306,-1.1192,0.6102,-0.0127,1321.82,
0,0,0.140427,0,2.8306,-0.8623,0.5916,-0.0157,1322.43,
0,0,0.140427,0,2.8306,-0.5949,0.5703,-0.0186,1323.02,
0,0,0.140427,0,2.8306,-0.3244,0.5465,-0.0213,1323.59,
0,0,0.140427,0,2.8306,-0.0585,0.5202,-0.0238,1324.14,
